"ensembl_gene_id"	"mmusculus_homolog_ensembl_gene"	"mmusculus_homolog_associated_gene_name"	"external_gene_name"
"21565"	"ENSDARG00000012355"	NA	NA	"GALNT8"
"21566"	"ENSDARG00000091280"	NA	NA	NA
"21567"	"ENSDARG00000006008"	"ENSMUSG00000022129"	"Dct"	"dct"
"21568"	"ENSDARG00000076814"	NA	NA	"gzm3.4"
"21569"	"ENSDARG00000094276"	NA	NA	NA
"21570"	"ENSDARG00000074469"	"ENSMUSG00000032593"	"Amigo3"	"AMIGO3"
"21571"	"ENSDARG00000043562"	"ENSMUSG00000022947"	"Cbr3"	"zgc:65997"
"21572"	"ENSDARG00000043562"	"ENSMUSG00000022209"	"Dhrs2"	"zgc:65997"
"21573"	"ENSDARG00000104523"	NA	NA	NA
"21574"	"ENSDARG00000087574"	NA	NA	"nox1"
"21575"	"ENSDARG00000093443"	NA	NA	NA
"21576"	"ENSDARG00000112706"	NA	NA	NA
"21577"	"ENSDARG00000004648"	"ENSMUSG00000051401"	"Kctd16"	"kctd16a"
"21578"	"ENSDARG00000062330"	"ENSMUSG00000037270"	"Bltp1"	"kiaa1109"
"21579"	"ENSDARG00000077219"	"ENSMUSG00000026748"	"Plxdc2"	NA
"21580"	"ENSDARG00000035646"	NA	NA	NA
"21581"	"ENSDARG00000101718"	NA	NA	NA
"21582"	"ENSDARG00000040959"	"ENSMUSG00000022827"	"Rabl3"	"rabl3"
"21583"	"ENSDARG00000075177"	"ENSMUSG00000022431"	"Ribc2"	"ribc2"
"21584"	"ENSDARG00000104182"	NA	NA	NA
"21585"	"ENSDARG00000008395"	"ENSMUSG00000055334"	"Snupn"	"snupn"
"21586"	"ENSDARG00000022309"	"ENSMUSG00000054889"	"Dsp"	"dspa"
"21587"	"ENSDARG00000079589"	NA	NA	"si:dkeyp-73d8.6"
"21588"	"ENSDARG00000097289"	NA	NA	NA
"21589"	"ENSDARG00000012986"	"ENSMUSG00000027259"	"Adal"	"adal"
"21590"	"ENSDARG00000074904"	"ENSMUSG00000017734"	"Dbndd2"	NA
"21591"	"ENSDARG00000044136"	"ENSMUSG00000039318"	"Rab3gap2"	"rab3gap2"
"21592"	"ENSDARG00000069048"	"ENSMUSG00000000753"	"Serpinf1"	"serpinf1"
"21593"	"ENSDARG00000110503"	NA	NA	NA
"21594"	"ENSDARG00000101936"	"ENSMUSG00000029571"	"Tmem106b"	"tmem106ba"
"21595"	"ENSDARG00000110611"	NA	NA	NA
"21596"	"ENSDARG00000087752"	"ENSMUSG00000033596"	"Rfwd3"	NA
"21597"	"ENSDARG00000079328"	NA	NA	NA
"21598"	"ENSDARG00000099143"	"ENSMUSG00000015994"	"Fnta"	"fnta"
"21599"	"ENSDARG00000015866"	NA	NA	"apoa2"
"21600"	"ENSDARG00000061684"	"ENSMUSG00000022404"	"Slc25a17"	"slc25a17"
"21601"	"ENSDARG00000017105"	"ENSMUSG00000030403"	"Vasp"	NA
"21602"	"ENSDARG00000087640"	"ENSMUSG00000027455"	"Nsfl1c"	"nsfl1c"
"21603"	"ENSDARG00000104423"	NA	NA	NA
"21604"	"ENSDARG00000105144"	NA	NA	NA
"21605"	"ENSDARG00000045153"	"ENSMUSG00000032988"	"Slc16a8"	"slc16a8"
"21606"	"ENSDARG00000077631"	NA	NA	NA
"21607"	"ENSDARG00000078425"	"ENSMUSG00000030934"	"Oat"	"oat"
"21608"	"ENSDARG00000037069"	"ENSMUSG00000034265"	"Zdhhc14"	"zdhhc14"
"21609"	"ENSDARG00000101284"	NA	NA	NA
"21610"	"ENSDARG00000026907"	"ENSMUSG00000081534"	"Slc48a1"	"slc48a1a"
"21611"	"ENSDARG00000098945"	NA	NA	NA
"21612"	"ENSDARG00000062267"	"ENSMUSG00000038773"	"Kdm3b"	NA
"21613"	"ENSDARG00000093358"	NA	NA	NA
"21614"	"ENSDARG00000068088"	NA	NA	"tcnba"
"21615"	"ENSDARG00000027196"	"ENSMUSG00000024171"	"Prss28"	NA
"21616"	"ENSDARG00000027196"	"ENSMUSG00000034039"	"Prss29"	NA
"21617"	"ENSDARG00000027196"	"ENSMUSG00000033825"	"Tpsb2"	NA
"21618"	"ENSDARG00000027196"	"ENSMUSG00000024173"	"Tpsab1"	NA
"21619"	"ENSDARG00000027196"	"ENSMUSG00000033200"	"Tpsg1"	NA
"21620"	"ENSDARG00000101272"	NA	NA	NA
"21621"	"ENSDARG00000097468"	NA	NA	NA
"21622"	"ENSDARG00000038166"	"ENSMUSG00000029679"	"Hyal6"	"hyal6"
"21623"	"ENSDARG00000029372"	"ENSMUSG00000004952"	"Rasa4"	"rasa4"
"21624"	"ENSDARG00000012422"	"ENSMUSG00000024330"	"Col11a2"	"col11a2"
"21625"	"ENSDARG00000045750"	"ENSMUSG00000063260"	"Syt10"	"syt10"
"21626"	"ENSDARG00000011869"	NA	NA	"GALNT8"
"21627"	"ENSDARG00000102931"	NA	NA	NA
"21628"	"ENSDARG00000094957"	NA	NA	NA
"21629"	"ENSDARG00000075192"	"ENSMUSG00000026775"	"Yme1l1"	"YME1L1"
"21630"	"ENSDARG00000069185"	"ENSMUSG00000016028"	"Celsr1"	"CELSR1"
"21631"	"ENSDARG00000006468"	"ENSMUSG00000042351"	"Grap2"	"grap2a"
"21632"	"ENSDARG00000044098"	"ENSMUSG00000071341"	"Egr4"	"egr2a"
"21633"	"ENSDARG00000017439"	"ENSMUSG00000058655"	"Eif4b"	"eif4ba"
"21634"	"ENSDARG00000059812"	"ENSMUSG00000042557"	"Sin3a"	"SIN3A"
"21635"	"ENSDARG00000096297"	NA	NA	NA
"21636"	"ENSDARG00000069953"	"ENSMUSG00000028033"	"Kcnq5"	"KCNQ5"
"21637"	"ENSDARG00000004111"	"ENSMUSG00000019768"	"Esr1"	"esr1"
"21638"	"ENSDARG00000095408"	NA	NA	NA
"21639"	"ENSDARG00000103977"	"ENSMUSG00000033430"	"Terf2ip"	"terf2ip"
"21640"	"ENSDARG00000062508"	"ENSMUSG00000039714"	"Cplx3"	"cplx3a"
"21641"	"ENSDARG00000017242"	"ENSMUSG00000042680"	"Garem1"	"garem"
"21642"	"ENSDARG00000068325"	NA	NA	NA
"21643"	"ENSDARG00000007787"	NA	NA	"zgc:112965"
"21644"	"ENSDARG00000101461"	"ENSMUSG00000040212"	"Emp3"	"emp3b"
"21645"	"ENSDARG00000058699"	"ENSMUSG00000026109"	"Tmeff2"	"TMEFF2"
"21646"	"ENSDARG00000001452"	"ENSMUSG00000025473"	"Adam8"	"adam8a"
"21647"	"ENSDARG00000075993"	"ENSMUSG00000023959"	"Clic5"	"clic5a"
"21648"	"ENSDARG00000097780"	NA	NA	NA
"21649"	"ENSDARG00000068851"	NA	NA	"rnf183"
"21650"	"ENSDARG00000089227"	"ENSMUSG00000044148"	"1810030O07Rik"	NA
"21651"	"ENSDARG00000076487"	"ENSMUSG00000000673"	"Haao"	"haao"
"21652"	"ENSDARG00000101750"	NA	NA	NA
"21653"	"ENSDARG00000015352"	"ENSMUSG00000022538"	"Lsg1"	"lsg1"
"21654"	"ENSDARG00000096315"	NA	NA	NA
"21655"	"ENSDARG00000042872"	NA	NA	NA
"21656"	"ENSDARG00000018840"	"ENSMUSG00000038324"	"Trpc4ap"	"trpc4apa"
"21657"	"ENSDARG00000097638"	NA	NA	NA
"21658"	"ENSDARG00000039096"	NA	NA	"si:dkey-24p1.1"
"21659"	"ENSDARG00000031383"	"ENSMUSG00000022357"	"Klhl38"	"klhl38a"
"21660"	"ENSDARG00000090625"	"ENSMUSG00000003190"	"Bcl2l12"	NA
"21661"	"ENSDARG00000059212"	"ENSMUSG00000003662"	"Ciao1"	"ciao1"
"21662"	"ENSDARG00000095906"	NA	NA	NA
"21663"	"ENSDARG00000076923"	"ENSMUSG00000040606"	"Kazn"	"kazna"
"21664"	"ENSDARG00000096729"	NA	NA	NA
"21665"	"ENSDARG00000075340"	"ENSMUSG00000018160"	"Med1"	"MED1"
"21666"	"ENSDARG00000075083"	"ENSMUSG00000022672"	"Prkdc"	"PRKDC"
"21667"	"ENSDARG00000012829"	"ENSMUSG00000024887"	"Asah2"	"asah2"
"21668"	"ENSDARG00000096352"	NA	NA	NA
"21669"	"ENSDARG00000012369"	"ENSMUSG00000025921"	"Rdh10"	"rdh10b"
"21670"	"ENSDARG00000018485"	"ENSMUSG00000052520"	"Cyp2j5"	"cyp2v1"
"21671"	"ENSDARG00000018485"	"ENSMUSG00000066097"	"Cyp2j11"	"cyp2v1"
"21672"	"ENSDARG00000018485"	"ENSMUSG00000081225"	"Cyp2j12"	"cyp2v1"
"21673"	"ENSDARG00000018485"	"ENSMUSG00000081362"	"Cyp2j7"	"cyp2v1"
"21674"	"ENSDARG00000018485"	"ENSMUSG00000082932"	"Cyp2j8"	"cyp2v1"
"21675"	"ENSDARG00000018485"	"ENSMUSG00000052914"	"Cyp2j6"	"cyp2v1"
"21676"	"ENSDARG00000071196"	"ENSMUSG00000037060"	"Cavin3"	"cavin2b"
"21677"	"ENSDARG00000071196"	"ENSMUSG00000045954"	"Cavin2"	"cavin2b"
"21678"	"ENSDARG00000096680"	NA	NA	NA
"21679"	"ENSDARG00000093990"	NA	NA	"gzm3.3"
"21680"	"ENSDARG00000056572"	"ENSMUSG00000048978"	"Nrsn1"	"nrsn1l"
"21681"	"ENSDARG00000094324"	"ENSMUSG00000024909"	"Efemp2"	"efemp2a"
"21682"	"ENSDARG00000094045"	NA	NA	NA
"21683"	"ENSDARG00000069698"	"ENSMUSG00000056215"	"Lrguk"	"LRGUK"
"21684"	"ENSDARG00000094251"	NA	NA	NA
"21685"	"ENSDARG00000028973"	"ENSMUSG00000028845"	"Tekt2"	"tekt2"
"21686"	"ENSDARG00000040048"	"ENSMUSG00000096914"	"Galntl6"	"galntl6"
"21687"	"ENSDARG00000061047"	"ENSMUSG00000032131"	"Abcg4"	"ABCG4"
"21688"	"ENSDARG00000115205"	"ENSMUSG00000030359"	"Pzp"	"zgc:171445"
"21689"	"ENSDARG00000115205"	"ENSMUSG00000047228"	"A2ml1"	"zgc:171445"
"21690"	"ENSDARG00000115205"	"ENSMUSG00000059908"	"Mug1"	"zgc:171445"
"21691"	"ENSDARG00000115205"	"ENSMUSG00000030131"	"Mug2"	"zgc:171445"
"21692"	"ENSDARG00000115205"	"ENSMUSG00000108022"	"Gm7298"	"zgc:171445"
"21693"	"ENSDARG00000104335"	NA	NA	NA
"21694"	"ENSDARG00000056491"	"ENSMUSG00000040167"	"Ikzf5"	"ikzf5"
"21695"	"ENSDARG00000054237"	NA	NA	NA
"21696"	"ENSDARG00000008383"	"ENSMUSG00000029621"	"Arpc1a"	"arpc1a"
"21697"	"ENSDARG00000042620"	"ENSMUSG00000025069"	"Gsto2"	"gstr"
"21698"	"ENSDARG00000042620"	"ENSMUSG00000033318"	"Gstt2"	"gstr"
"21699"	"ENSDARG00000042620"	"ENSMUSG00000009093"	"Gstt4"	"gstr"
"21700"	"ENSDARG00000042620"	"ENSMUSG00000001663"	"Gstt1"	"gstr"
"21701"	"ENSDARG00000042620"	"ENSMUSG00000001665"	"Gstt3"	"gstr"
"21702"	"ENSDARG00000090097"	NA	NA	NA
"21703"	"ENSDARG00000038424"	"ENSMUSG00000073418"	"C4b"	"c4b"
"21704"	"ENSDARG00000038424"	"ENSMUSG00000015451"	"C4a"	"c4b"
"21705"	"ENSDARG00000078451"	NA	NA	"gzm3"
"21706"	"ENSDARG00000096384"	NA	NA	NA
"21707"	"ENSDARG00000077532"	"ENSMUSG00000056536"	"Pign"	"pign"
"21708"	"ENSDARG00000037361"	"ENSMUSG00000079111"	"Kdelr2"	"kdelr2b"
"21709"	"ENSDARG00000070155"	"ENSMUSG00000026202"	"Tuba4a"	"tuba8l3"
"21710"	"ENSDARG00000074697"	"ENSMUSG00000015094"	"Npdc1"	"npdc1a"
"21711"	"ENSDARG00000093785"	NA	NA	NA
"21712"	"ENSDARG00000038012"	"ENSMUSG00000022408"	"Fam83f"	NA
"21713"	"ENSDARG00000038012"	"ENSMUSG00000054161"	"Fam83e"	NA
"21714"	"ENSDARG00000099832"	NA	NA	NA
"21715"	"ENSDARG00000101183"	NA	NA	NA
"21716"	"ENSDARG00000042590"	"ENSMUSG00000029594"	"Rbm19"	"rbm19"
"21717"	"ENSDARG00000095513"	NA	NA	NA
"21718"	"ENSDARG00000010059"	"ENSMUSG00000038855"	"Itpkb"	"ITPKB"
"21719"	"ENSDARG00000075700"	"ENSMUSG00000034552"	"Zswim2"	"zswim2"
"21720"	"ENSDARG00000035918"	"ENSMUSG00000020547"	"Bzw2"	"bzw2"
"21721"	"ENSDARG00000007944"	NA	NA	"lhx1b"
"21722"	"ENSDARG00000068193"	"ENSMUSG00000022537"	"Tmem44"	"tmem44"
"21723"	"ENSDARG00000086732"	NA	NA	NA
"21724"	"ENSDARG00000095145"	NA	NA	NA
"21725"	"ENSDARG00000017329"	"ENSMUSG00000020990"	"Cdkl1"	"cdkl1"
"21726"	"ENSDARG00000095953"	NA	NA	NA
"21727"	"ENSDARG00000012789"	"ENSMUSG00000021118"	"Plek2"	"plek2"
"21728"	"ENSDARG00000055295"	"ENSMUSG00000048796"	"Cyb561d1"	"cyb561d1"
"21729"	"ENSDARG00000101178"	NA	NA	NA
"21730"	"ENSDARG00000044134"	"ENSMUSG00000026618"	"Iars2"	"iars2"
"21731"	"ENSDARG00000100699"	NA	NA	NA
"21732"	"ENSDARG00000015057"	NA	NA	"ube2d4"
"21733"	"ENSDARG00000036164"	"ENSMUSG00000010755"	"Cars1"	"cars1"
"21734"	"ENSDARG00000055676"	"ENSMUSG00000061759"	"Armt1"	"armt1"
"21735"	"ENSDARG00000019881"	"ENSMUSG00000023175"	"Bsg"	"bsg"
"21736"	"ENSDARG00000101697"	"ENSMUSG00000079679"	"Vwde"	NA
"21737"	"ENSDARG00000055986"	NA	NA	NA
"21738"	"ENSDARG00000096745"	NA	NA	NA
"21739"	"ENSDARG00000059049"	NA	NA	"zgc:174904"
"21740"	"ENSDARG00000055433"	"ENSMUSG00000031988"	"Vps26b"	"vps26bl"
"21741"	"ENSDARG00000094389"	NA	NA	NA
"21742"	"ENSDARG00000014690"	"ENSMUSG00000031320"	"Rps4x"	"rps4x"
"21743"	"ENSDARG00000014690"	"ENSMUSG00000063171"	"Rps4l"	"rps4x"
"21744"	"ENSDARG00000015385"	"ENSMUSG00000005510"	"Ndufs3"	"ndufs3"
"21745"	"ENSDARG00000037879"	"ENSMUSG00000029570"	"Lfng"	"lfng"
"21746"	"ENSDARG00000102101"	"ENSMUSG00000109179"	"Wdr97"	NA
"21747"	"ENSDARG00000103755"	NA	NA	"si:dkeyp-4c4.1"
"21748"	"ENSDARG00000096135"	NA	NA	NA
"21749"	"ENSDARG00000089158"	NA	NA	NA
"21750"	"ENSDARG00000015088"	"ENSMUSG00000004460"	"Dnajb11"	"dnajb11"
"21751"	"ENSDARG00000043720"	"ENSMUSG00000000028"	"Cdc45"	"cdc45"
"21752"	"ENSDARG00000101400"	NA	NA	NA
"21753"	"ENSDARG00000061213"	"ENSMUSG00000030727"	"Rabep2"	"rabep2"
"21754"	"ENSDARG00000102234"	"ENSMUSG00000058019"	"Ces5a"	NA
"21755"	"ENSDARG00000102234"	"ENSMUSG00000056973"	"Ces1d"	NA
"21756"	"ENSDARG00000102234"	"ENSMUSG00000078964"	"Ces1b"	NA
"21757"	"ENSDARG00000102234"	"ENSMUSG00000057400"	"Ces1c"	NA
"21758"	"ENSDARG00000102234"	"ENSMUSG00000057074"	"Ces1g"	NA
"21759"	"ENSDARG00000102234"	"ENSMUSG00000074156"	"Ces1h"	NA
"21760"	"ENSDARG00000102234"	"ENSMUSG00000071047"	"Ces1a"	NA
"21761"	"ENSDARG00000102234"	"ENSMUSG00000031725"	"Ces1f"	NA
"21762"	"ENSDARG00000102234"	"ENSMUSG00000061959"	"Ces1e"	NA
"21763"	"ENSDARG00000102234"	"ENSMUSG00000055730"	"Ces2a"	NA
"21764"	"ENSDARG00000102234"	"ENSMUSG00000062826"	"Ces2f"	NA
"21765"	"ENSDARG00000102234"	"ENSMUSG00000031886"	"Ces2e"	NA
"21766"	"ENSDARG00000102234"	"ENSMUSG00000050097"	"Ces2b"	NA
"21767"	"ENSDARG00000102234"	"ENSMUSG00000061825"	"Ces2c"	NA
"21768"	"ENSDARG00000102234"	"ENSMUSG00000031877"	"Ces2g"	NA
"21769"	"ENSDARG00000102234"	"ENSMUSG00000091813"	"Ces2h"	NA
"21770"	"ENSDARG00000102234"	"ENSMUSG00000060560"	"Ces4a"	NA
"21771"	"ENSDARG00000042112"	"ENSMUSG00000034785"	"Dio1"	"dio1"
"21772"	"ENSDARG00000103700"	NA	NA	NA
"21773"	"ENSDARG00000088362"	NA	NA	NA
"21774"	"ENSDARG00000036764"	"ENSMUSG00000027944"	"Hax1"	"hax1"
"21775"	"ENSDARG00000054301"	"ENSMUSG00000073775"	"Kti12"	"kti12"
"21776"	"ENSDARG00000095264"	NA	NA	NA
"21777"	"ENSDARG00000009901"	"ENSMUSG00000031170"	"Slc38a5"	"SLC38A5"
"21778"	"ENSDARG00000079199"	"ENSMUSG00000057751"	"Megf6"	"MEGF6"
"21779"	"ENSDARG00000021172"	"ENSMUSG00000052520"	"Cyp2j5"	"cyp2ad2"
"21780"	"ENSDARG00000021172"	"ENSMUSG00000066097"	"Cyp2j11"	"cyp2ad2"
"21781"	"ENSDARG00000021172"	"ENSMUSG00000081225"	"Cyp2j12"	"cyp2ad2"
"21782"	"ENSDARG00000021172"	"ENSMUSG00000081362"	"Cyp2j7"	"cyp2ad2"
"21783"	"ENSDARG00000021172"	"ENSMUSG00000082932"	"Cyp2j8"	"cyp2ad2"
"21784"	"ENSDARG00000021172"	"ENSMUSG00000052914"	"Cyp2j6"	"cyp2ad2"
"21785"	"ENSDARG00000110008"	"ENSMUSG00000047003"	"Zfp41"	NA
"21786"	"ENSDARG00000070769"	"ENSMUSG00000020950"	"Foxg1"	"foxg1a"
"21787"	"ENSDARG00000103429"	NA	NA	NA
"21788"	"ENSDARG00000070954"	"ENSMUSG00000050100"	"Hmx2"	"hmx2"
"21789"	"ENSDARG00000063062"	"ENSMUSG00000038538"	"Ubn2"	"ubn2a"
"21790"	"ENSDARG00000020814"	"ENSMUSG00000096316"	"Faiml"	"faimb"
"21791"	"ENSDARG00000020814"	"ENSMUSG00000032463"	"Faim"	"faimb"
"21792"	"ENSDARG00000097399"	NA	NA	NA
"21793"	"ENSDARG00000069451"	"ENSMUSG00000049908"	"Gja8"	"gja8a"
"21794"	"ENSDARG00000101367"	NA	NA	"si:ch73-193i22.1"
"21795"	"ENSDARG00000067608"	"ENSMUSG00000014243"	"Zswim7"	"zswim7"
"21796"	"ENSDARG00000013628"	"ENSMUSG00000019818"	"Cd164"	"cd164"
"21797"	"ENSDARG00000022518"	"ENSMUSG00000027674"	"Pex5l"	"PEX5L"
"21798"	"ENSDARG00000103443"	NA	NA	"seraf"
"21799"	"ENSDARG00000014232"	NA	NA	NA
"21800"	"ENSDARG00000003695"	"ENSMUSG00000008892"	"Vdac3"	"vdac3"
"21801"	"ENSDARG00000100012"	NA	NA	NA
"21802"	"ENSDARG00000027063"	"ENSMUSG00000029622"	"Arpc1b"	"arpc1b"
"21803"	"ENSDARG00000055976"	"ENSMUSG00000026189"	"Pecr"	"pecr"
"21804"	"ENSDARG00000070955"	"ENSMUSG00000040148"	"Hmx3"	"hmx3a"
"21805"	"ENSDARG00000056750"	NA	NA	NA
"21806"	"ENSDARG00000035198"	"ENSMUSG00000091387"	"Gcnt4"	"gcnt4a"
"21807"	"ENSDARG00000092546"	NA	NA	"pdap1a"
"21808"	"ENSDARG00000075867"	"ENSMUSG00000042292"	"Mrtfa"	"MRTFA"
"21809"	"ENSDARG00000099524"	"ENSMUSG00000022707"	"Gbe1"	"GBE1"
"21810"	"ENSDARG00000074071"	"ENSMUSG00000020381"	"Mrnip"	"mrnip"
"21811"	"ENSDARG00000074858"	"ENSMUSG00000027367"	"Stard7"	"STARD7"
"21812"	"ENSDARG00000042535"	"ENSMUSG00000031972"	"Acta1"	"actc1a"
"21813"	"ENSDARG00000062305"	"ENSMUSG00000032890"	"Rims3"	"rims3"
"21814"	"ENSDARG00000092569"	NA	NA	NA
"21815"	"ENSDARG00000104840"	NA	NA	NA
"21816"	"ENSDARG00000094159"	NA	NA	NA
"21817"	"ENSDARG00000092781"	NA	NA	NA
"21818"	"ENSDARG00000095634"	"ENSMUSG00000049709"	"Nlrp10"	NA
"21819"	"ENSDARG00000079672"	"ENSMUSG00000038563"	"Efl1"	"EFL1"
"21820"	"ENSDARG00000069142"	"ENSMUSG00000031960"	"Aars1"	"aars1"
"21821"	"ENSDARG00000034293"	"ENSMUSG00000021109"	"Hif1a"	"hif1ab"
"21822"	"ENSDARG00000042663"	NA	NA	NA
"21823"	"ENSDARG00000034473"	"ENSMUSG00000036565"	"Ttyh3"	"TTYH3"
"21824"	"ENSDARG00000015790"	"ENSMUSG00000032412"	"Atp1b3"	"atp1b3a"
"21825"	"ENSDARG00000041569"	"ENSMUSG00000058019"	"Ces5a"	"ces2a"
"21826"	"ENSDARG00000041569"	"ENSMUSG00000056973"	"Ces1d"	"ces2a"
"21827"	"ENSDARG00000041569"	"ENSMUSG00000078964"	"Ces1b"	"ces2a"
"21828"	"ENSDARG00000041569"	"ENSMUSG00000057400"	"Ces1c"	"ces2a"
"21829"	"ENSDARG00000041569"	"ENSMUSG00000057074"	"Ces1g"	"ces2a"
"21830"	"ENSDARG00000041569"	"ENSMUSG00000074156"	"Ces1h"	"ces2a"
"21831"	"ENSDARG00000041569"	"ENSMUSG00000071047"	"Ces1a"	"ces2a"
"21832"	"ENSDARG00000041569"	"ENSMUSG00000031725"	"Ces1f"	"ces2a"
"21833"	"ENSDARG00000041569"	"ENSMUSG00000061959"	"Ces1e"	"ces2a"
"21834"	"ENSDARG00000041569"	"ENSMUSG00000055730"	"Ces2a"	"ces2a"
"21835"	"ENSDARG00000041569"	"ENSMUSG00000062826"	"Ces2f"	"ces2a"
"21836"	"ENSDARG00000041569"	"ENSMUSG00000031886"	"Ces2e"	"ces2a"
"21837"	"ENSDARG00000041569"	"ENSMUSG00000050097"	"Ces2b"	"ces2a"
"21838"	"ENSDARG00000041569"	"ENSMUSG00000061825"	"Ces2c"	"ces2a"
"21839"	"ENSDARG00000041569"	"ENSMUSG00000031877"	"Ces2g"	"ces2a"
"21840"	"ENSDARG00000041569"	"ENSMUSG00000091813"	"Ces2h"	"ces2a"
"21841"	"ENSDARG00000041569"	"ENSMUSG00000060560"	"Ces4a"	"ces2a"
"21842"	"ENSDARG00000104919"	NA	NA	NA
"21843"	"ENSDARG00000095968"	"ENSMUSG00000031483"	"Erlin2"	"ERLIN2"
"21844"	"ENSDARG00000032043"	NA	NA	"ftr16"
"21845"	"ENSDARG00000011333"	NA	NA	NA
"21846"	"ENSDARG00000062390"	"ENSMUSG00000063838"	"Cdc42ep5"	"cdc42ep5"
"21847"	"ENSDARG00000076379"	NA	NA	"nsmce2"
"21848"	"ENSDARG00000037286"	NA	NA	NA
"21849"	"ENSDARG00000016427"	"ENSMUSG00000035455"	"Fignl1"	"fignl1"
"21850"	"ENSDARG00000101622"	"ENSMUSG00000046756"	"Mrps7"	"mrps7"
"21851"	"ENSDARG00000099466"	NA	NA	NA
"21852"	"ENSDARG00000092421"	NA	NA	NA
"21853"	"ENSDARG00000088490"	NA	NA	NA
"21854"	"ENSDARG00000042956"	"ENSMUSG00000052520"	"Cyp2j5"	"cyp2ad6"
"21855"	"ENSDARG00000042956"	"ENSMUSG00000066097"	"Cyp2j11"	"cyp2ad6"
"21856"	"ENSDARG00000042956"	"ENSMUSG00000081225"	"Cyp2j12"	"cyp2ad6"
"21857"	"ENSDARG00000042956"	"ENSMUSG00000081362"	"Cyp2j7"	"cyp2ad6"
"21858"	"ENSDARG00000042956"	"ENSMUSG00000082932"	"Cyp2j8"	"cyp2ad6"
"21859"	"ENSDARG00000042956"	"ENSMUSG00000052914"	"Cyp2j6"	"cyp2ad6"
"21860"	"ENSDARG00000011334"	NA	NA	"ncaldb"
"21861"	"ENSDARG00000003189"	"ENSMUSG00000026229"	"Psmd1"	"psmd1"
"21862"	"ENSDARG00000010051"	"ENSMUSG00000005262"	"Ufd1"	"ufd1l"
"21863"	"ENSDARG00000113391"	NA	NA	NA
"21864"	"ENSDARG00000034173"	"ENSMUSG00000026778"	"Prkcq"	"prkcq"
"21865"	"ENSDARG00000020364"	NA	NA	"fbp1b"
"21866"	"ENSDARG00000092408"	NA	NA	NA
"21867"	"ENSDARG00000078267"	NA	NA	NA
"21868"	"ENSDARG00000009018"	"ENSMUSG00000104445"	"Rhbg"	"rhbg"
"21869"	"ENSDARG00000005382"	NA	NA	"prdm9"
"21870"	"ENSDARG00000000857"	"ENSMUSG00000053436"	"Mapk14"	"mapk14a"
"21871"	"ENSDARG00000096715"	NA	NA	NA
"21872"	"ENSDARG00000088443"	NA	NA	NA
"21873"	"ENSDARG00000076532"	NA	NA	NA
"21874"	"ENSDARG00000009209"	"ENSMUSG00000060681"	"Slc9a6"	"slc9a6a"
"21875"	"ENSDARG00000018260"	NA	NA	"bmp7a"
"21876"	"ENSDARG00000040455"	"ENSMUSG00000026111"	"Unc50"	"unc50"
"21877"	"ENSDARG00000079291"	"ENSMUSG00000022469"	"Rapgef3"	NA
"21878"	"ENSDARG00000103371"	NA	NA	NA
"21879"	"ENSDARG00000094630"	NA	NA	NA
"21880"	"ENSDARG00000103122"	NA	NA	NA
"21881"	"ENSDARG00000004251"	"ENSMUSG00000021707"	"Dhfr"	"dhfr"
"21882"	"ENSDARG00000075014"	"ENSMUSG00000015837"	"Sqstm1"	"sqstm1"
"21883"	"ENSDARG00000070449"	NA	NA	"tspan5b"
"21884"	"ENSDARG00000075041"	NA	NA	NA
"21885"	"ENSDARG00000112027"	NA	NA	NA
"21886"	"ENSDARG00000040065"	"ENSMUSG00000057123"	"Gja5"	"gja5a"
"21887"	"ENSDARG00000092035"	NA	NA	"si:ch211-156j16.1"
"21888"	"ENSDARG00000037871"	"ENSMUSG00000029578"	"Wipi2"	"wipi2"
"21889"	"ENSDARG00000096127"	NA	NA	NA
"21890"	"ENSDARG00000074842"	"ENSMUSG00000029560"	"Snx8"	"snx8a"
"21891"	"ENSDARG00000088423"	"ENSMUSG00000049709"	"Nlrp10"	NA
"21892"	"ENSDARG00000101382"	NA	NA	NA
"21893"	"ENSDARG00000060471"	"ENSMUSG00000032226"	"Gcnt3"	"GCNT3"
"21894"	"ENSDARG00000105189"	NA	NA	NA
"21895"	"ENSDARG00000079931"	"ENSMUSG00000031993"	"Snx19"	"SNX19"
"21896"	"ENSDARG00000013000"	"ENSMUSG00000053825"	"Ppfia2"	"ppfia2"
"21897"	"ENSDARG00000101304"	NA	NA	NA
"21898"	"ENSDARG00000045089"	"ENSMUSG00000037942"	"Crp"	"apcs"
"21899"	"ENSDARG00000045089"	"ENSMUSG00000026542"	"Apcs"	"apcs"
"21900"	"ENSDARG00000045089"	"ENSMUSG00000079180"	"Mptx2"	"apcs"
"21901"	"ENSDARG00000045089"	"ENSMUSG00000026531"	"Mptx1"	"apcs"
"21902"	"ENSDARG00000094414"	NA	NA	NA
"21903"	"ENSDARG00000006474"	"ENSMUSG00000038570"	"Saxo2"	"saxo2"
"21904"	"ENSDARG00000018716"	"ENSMUSG00000034731"	"Dgkh"	"DGKH"
"21905"	"ENSDARG00000022650"	"ENSMUSG00000052520"	"Cyp2j5"	"cyp2ad3"
"21906"	"ENSDARG00000022650"	"ENSMUSG00000066097"	"Cyp2j11"	"cyp2ad3"
"21907"	"ENSDARG00000022650"	"ENSMUSG00000081225"	"Cyp2j12"	"cyp2ad3"
